20151101
64         PYRENEES ATLANTIQUES          
LIEU-DIT   BARNETCHE                  
LIEU-DIT   BASSAIXE                   
LIEU-DIT   BERHANE                    
LIEU-DIT   BERTERECHE                 
LIEU-DIT   BETHATEA                   
LIEU-DIT   BIDART                     
LIEU-DIT   BIDEGAIN                   
LIEU-DIT   BORDE FLEUR DE LYS         
LIEU-DIT   CARACOITX ALDIA            
LIEU-DIT   CAUSQUETEGAINECO BORDALDIA 
LIEU-DIT   CHAQUILARTE                
LIEU-DIT   L ECOLE                    
LIEU-DIT   ELISSECHEBORDE             
LIEU-DIT   ERDOIS                     
LIEU-DIT   ERDOIS ETCHEBERRY          
LIEU-DIT   ERRECALDE                  
LIEU-DIT   ERRETORARENIA              
LIEU-DIT   ETCHEBERITO GUIBELA        
LIEU-DIT   ETCHEBERRITO               
LIEU-DIT   ETCHEBESTECOBORDALDIA      
LIEU-DIT   ETCHECHOURY                
LIEU-DIT   ETCHEPARE                  
LIEU-DIT   ETCHEPARE GUIBELA          
LIEU-DIT   ETHENE ITHURRY             
LIEU-DIT   GAMBERABERHO               
LIEU-DIT   HARISPE ALDE               
LIEU-DIT   HARRALDE                   
LIEU-DIT   HARRALDE COBORDE           
LIEU-DIT   HEGUILONDO                 
LIEU-DIT   IDIARTE CO BORDA           
LIEU-DIT   IDIONDO                    
LIEU-DIT   IDIONDO CO CORDA           
LIEU-DIT   IRACHILO                   
LIEU-DIT   IRATCHILOALDIA             
LIEU-DIT   IRATCIABISCARALDIA         
LIEU-DIT   IREY                       
LIEU-DIT   IROUMOUTHOURY              
LIEU-DIT   ISTAQUETTA                 
LIEU-DIT   ISTAQUETTA GUIBELA         
LIEU-DIT   LACOCOBORDA                
LIEU-DIT   LARRALDE                   
LIEU-DIT   LARRAMENDY                 
LIEU-DIT   LASTEIX CO PARETA          
LIEU-DIT   LATCETHURRY                
LIEU-DIT   MARTIRENIA                 
LIEU-DIT   MENDY                      
LIEU-DIT   MONGELOS                   
LIEU-DIT   MOUNHOA                    
LIEU-DIT   OCOCOGAINA                 
LIEU-DIT   ORCAITZ                    
LIEU-DIT   OURCATEY ALDIA             
LIEU-DIT   PAGOLAMALDA                
LIEU-DIT   PECOSAMALBIDIA             
LIEU-DIT   SALABERRY                  
LIEU-DIT   SOLANA                     
LIEU-DIT   TEILLERITA                 
LIEU-DIT   UHALDE CO BORDA            
LIEU-DIT   AU BOURG                   
           commune :     AINHOA                         departement : PYRENEES ATLANTIQUES          
LOT        LARRALDE                   
LIEU-DIT   ACATENIA                   
LIEU-DIT   ALAHANDIA                  
LIEU-DIT   ALDAPACO ALDIA             
LIEU-DIT   AMICOUETA                  
LIEU-DIT   ARMAYA                     
LIEU-DIT   BASTERORENBORDA            
LIEU-DIT   BAYGORRIENIA               
LIEU-DIT   LE BOURG                   
LIEU-DIT   CASTELOU GAINA             
LIEU-DIT   LA CHAPELLE                
LIEU-DIT   CHARA GAICHTO NORD         
LIEU-DIT   CHARA GAICHTO SUD          
LIEU-DIT   CHARAC                     
LIEU-DIT   COSCOENECO BORDA ALDIA     
LIEU-DIT   DANCHARIA                  
LIEU-DIT   ETCHECHOURI BORDA          
LIEU-DIT   ETCHEDERRECO BORDA         
LIEU-DIT   HAICAGUERRY                
LIEU-DIT   HARRASPY ALDIA             
LIEU-DIT   ILHUNDEYETA ALDIA          
LIEU-DIT   LABATCHENIA                
LIEU-DIT   LANDABURUA                 
LIEU-DIT   LARREKHAIX                 
LIEU-DIT   MENDIONDO ALDIA            
LIEU-DIT   MENTABERRIA                
LIEU-DIT   MOULIN DE RIVIERE          
LIEU-DIT   OKILAUA                    
LIEU-DIT   ORDOKICO BORDA             
LIEU-DIT   LA TUILERIE                
           commune :     ALCAY ALCABEHETY SUNHARETT     departement : PYRENEES ATLANTIQUES          
LIEU-DIT   AHAYTS                     
LIEU-DIT   ALBINCE CERRA              
LIEU-DIT   ALCABEHETY                 
LIEU-DIT   ALQUIETA                   
LIEU-DIT   ANDOCHE                    
LIEU-DIT   APPHOURA                   
LIEU-DIT   ARANGAYXA                  
LIEU-DIT   ARHANSUS                   
LIEU-DIT   ASTAQUICO                  
LIEU-DIT   ASTIBILE                   
LIEU-DIT   BAGADOYA                   
LIEU-DIT   BELHYGAGNE                 
LIEU-DIT   BERRAYDE                   
LIEU-DIT   BETHATIA                   
LIEU-DIT   BORDARRECA                 
LIEU-DIT   BURGANCE                   
LIEU-DIT   CAPARBELCA                 
LIEU-DIT   CERRATEGUIBURIA            
LIEU-DIT   CHARATCHA                  
LIEU-DIT   CHOURTEGUY                 
LIEU-DIT   COCOBORRO                  
LIEU-DIT   COUHOURE                   
LIEU-DIT   ELICHABEBORDE              
LIEU-DIT   EQUIRASSY                  
LIEU-DIT   ERRUPPEYRRA                
LIEU-DIT   GAGNECO ELGUIA             
LIEU-DIT   GARINDIOLLA                
LIEU-DIT   HARRIAGUE                  
LIEU-DIT   ILHARDOY                   
LIEU-DIT   INCHAUSPE                  
LIEU-DIT   INHARCHOURY                
LIEU-DIT   IRANDOLETA                 
LIEU-DIT   ITHE                       
LIEU-DIT   LEMPESGAGNE                
LIEU-DIT   LIBILE                     
LIEU-DIT   LUQUIA                     
LIEU-DIT   OURDANBERHARTIA            
LIEU-DIT   PECO ELGUIA                
LIEU-DIT   QUINTE CHARRITTE           
LIEU-DIT   SUNHARRETTE                
LIEU-DIT   UGATCE                     
LIEU-DIT   VILLAGE                    
LIEU-DIT   HARISTOLATS                
           commune :     ALDUDES                        departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ABRACOA                    
LIEU-DIT   ACCOTAIN                   
LIEU-DIT   AINHESTONECO MENDIA        
LIEU-DIT   AISTEYTA                   
LIEU-DIT   ALAMANTTO                  
LIEU-DIT   ALHASTAGARAY               
LIEU-DIT   AMEZLEPHO                  
LIEU-DIT   ARAMBELIA                  
LIEU-DIT   AUZKIA                     
LIEU-DIT   BARBASUY                   
LIEU-DIT   BEHORSU BUSTAN             
LIEU-DIT   BERDARITZ                  
LIEU-DIT   BILOTCHAMARREY             
LIEU-DIT   BISCAR ERRECA              
LIEU-DIT   CAMUKEGUY                  
LIEU-DIT   CARAYCO LEPHOA             
LIEU-DIT   CELAYA                     
LIEU-DIT   CHECALEBEHERE              
LIEU-DIT   CHECALEGARAY               
LIEU-DIT   CHILO                      
LIEU-DIT   CHOTRO                     
LIEU-DIT   CHURRITCHACO MALDA         
LIEU-DIT   COSCARARTIA                
LIEU-DIT   COSCORCILO                 
LIEU-DIT   DOMINGOENIA                
LIEU-DIT   ELICADOY                   
LIEU-DIT   ERRECA GORRY               
LIEU-DIT   ETCHEMENDIA                
LIEU-DIT   EYHARCIA                   
LIEU-DIT   FERRANYOGARAY              
LIEU-DIT   FRANQUETA                  
LIEU-DIT   GORTHAYRU                  
LIEU-DIT   HARITZMEHACA               
LIEU-DIT   HARREDERRA                 
LIEU-DIT   HASQUET                    
LIEU-DIT   HEGUICHORROTS              
LIEU-DIT   IGUSQUIAGUERRE             
LIEU-DIT   IRALEPHO KO MALDA          
LIEU-DIT   ITHURRIETACO ERRECA        
LIEU-DIT   LABIARINGO ERRECA          
LIEU-DIT   LARREGAINA                 
LIEU-DIT   LEPHEDER                   
LIEU-DIT   LEPHOHANDY                 
LIEU-DIT   LOHIBELS                   
LIEU-DIT   MALCUENIA                  
LIEU-DIT   MARMARO                    
LIEU-DIT   MARRUMA                    
LIEU-DIT   MENEMENTA                  
LIEU-DIT   MENTA                      
LIEU-DIT   MENTACO LARRIA             
LIEU-DIT   MORROINE                   
LIEU-DIT   OCCOLO                     
LIEU-DIT   OTALEPHO                   
LIEU-DIT   OTHALASTOCO MALDA          
LIEU-DIT   OTHALASTOCO ERRECA         
LIEU-DIT   OTRINGO                    
LIEU-DIT   OTRINGO USPELA             
LIEU-DIT   OTXAMONHOA                 
LIEU-DIT   OTXANAITZ                  
LIEU-DIT   OYHAMBURU                  
LIEU-DIT   OYHANCHELAY                
LIEU-DIT   PEDROBELCH                 
LIEU-DIT   PHAGO MALDA                
LIEU-DIT   PRESSACO MALDA             
LIEU-DIT   PRITCIA                    
LIEU-DIT   SALABERRY                  
LIEU-DIT   SARASTEGUY                 
LIEU-DIT   SAROIBERRY                 
LIEU-DIT   SAROIHANDY                 
LIEU-DIT   SARQUINDEGUY               
LIEU-DIT   SIMONENIA                  
LIEU-DIT   TTATTOLACO MENDIA          
LIEU-DIT   UHALDIA                    
LIEU-DIT   URBELCH                    
LIEU-DIT   URDANDEGUICAHAR            
LIEU-DIT   URISCA                     
PLACE      DE LA MAIRIE               
           commune :     ALOS-SIBAS-ABENSE              departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ALOSSE                     
LIEU-DIT   ANSOLLA                    
LIEU-DIT   CHORHO LUCIA               
LIEU-DIT   CHOY CANTAGUIA             
LIEU-DIT   ELGUIA                     
LIEU-DIT   ESKIETA                    
LIEU-DIT   GAGNECO URUPEA             
LIEU-DIT   IRIGARAY GAGNIA            
LIEU-DIT   OMISSE                     
LIEU-DIT   PAPETEALTIA                
LIEU-DIT   PECO URUPEA                
LIEU-DIT   SAMALGAGNA                 
LIEU-DIT   SESENTSE                   
LIEU-DIT   SIBOSSE                    
           commune :     AMENDEUIX-ONEIX                departement : PYRENEES ATLANTIQUES          
LOT        CNRO                       
LOT        LASSABE                    
LOT        PIERRE HOURCADTTE          
LOT        TARGA                      
LIEU-DIT   ANGUELU                    
LIEU-DIT   ARKAOUS                    
LIEU-DIT   ARLA                       
LIEU-DIT   AUTCHICHIA                 
LIEU-DIT   BERHABE                    
LIEU-DIT   BERHOUA                    
LIEU-DIT   BORDABERRY                 
LIEU-DIT   CANDELE                    
LIEU-DIT   CHARAC                     
LIEU-DIT   ELGARTBERRY                
LIEU-DIT   ERRECALDIA                 
LIEU-DIT   GOITIA                     
LIEU-DIT   GUAPOUNTEGUY               
LIEU-DIT   GUILENTEGUY                
LIEU-DIT   HASTEYA                    
LIEU-DIT   HESTY                      
LIEU-DIT   HIRRIBERRY                 
LIEU-DIT   IDIARTIA                   
LIEU-DIT   IPHARRA                    
LIEU-DIT   ITHOURRONDO                
LIEU-DIT   LANDACAHAR                 
LIEU-DIT   LARRASQUA                  
LIEU-DIT   LARREGOYEN                 
LIEU-DIT   MAHESTOY                   
LIEU-DIT   OUNASSO                    
LIEU-DIT   OURARTE                    
LIEU-DIT   OURBASTER                  
LIEU-DIT   PLAZA                      
LIEU-DIT   POSTA                      
LIEU-DIT   ERRECARTIA                 
LIEU-DIT   SALLA                      
LIEU-DIT   SALLART                    
LIEU-DIT   SEMPERLO                   
LIEU-DIT   ONEIX                      
ROUTE      GARRIS                     
ROUTE      DE L EGLISE                
           commune :     AMOROTS-SUCCOS                 departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ANSOBIETA                  
LIEU-DIT   ARRAITA                    
LIEU-DIT   BERDECO BORDA              
LIEU-DIT   BIDAMBERRITA               
LIEU-DIT   BIDARTEGARAY               
LIEU-DIT   BISCAYLUS                  
LIEU-DIT   CAQUILLA                   
LIEU-DIT   COPENA                     
LIEU-DIT   DAMAS                      
LIEU-DIT   GELOS                      
LIEU-DIT   HEGUILUS                   
LIEU-DIT   IDIART                     
LIEU-DIT   ISAAC BORDE                
LIEU-DIT   JOUANTEGUY                 
LIEU-DIT   OLHARANNE                  
LIEU-DIT   OSPITAL                    
LIEU-DIT   PACHARRETA                 
LIEU-DIT   PLACA                      
LIEU-DIT   QULUTEGUY                  
LIEU-DIT   SARHIA                     
LIEU-DIT   SUCCOS                     
LIEU-DIT   URUTY                      
LIEU-DIT   YELABURE                   
           commune :     ANCE                           departement : PYRENEES ATLANTIQUES          
LOT        COMMUNAL                   
LIEU-DIT   ARRIENS                    
LIEU-DIT   BAGAURE                    
LIEU-DIT   CAMPAGNE DE HAUT           
LIEU-DIT   CANDAU                     
LIEU-DIT   CASSIET                    
LIEU-DIT   COSTE DE CASTETS           
LIEU-DIT   ESCHARTICQ SARRABASSE      
LIEU-DIT   GELOUSE                    
LIEU-DIT   HOURQUET D AMBILLE         
LIEU-DIT   LABO                       
LIEU-DIT   LANNE DE BACH              
LIEU-DIT   LASHONDAS                  
LIEU-DIT   LASPERNES                  
LIEU-DIT   LOMPRE                     
LIEU-DIT   LOULIS                     
LIEU-DIT   MURS                       
LIEU-DIT   PERNALATE                  
LIEU-DIT   POUMORS                    
LIEU-DIT   REBARTHE                   
LIEU-DIT   SABLE BERT                 
LIEU-DIT   VILLAGE D'ANCE             
ALLEE      LABORDE AURAS              
IMPASSE    BOUNAHOUN                  
PLACE      DE L AYGUETE               
CHEMIN     BAGORE                     
ROUTE      DU BARETOUS                
IMPASSE    BOUNOHOUN                  
CHEMIN     BOURGASY                   
CHEMIN     CASENAVE                   
CHEMIN     DU CASSIET                 
CHEMIN     DUQUE                      
CHEMIN     GELOUSE                    
CHEMIN     LACOSTE                    
ALLEE      LASBORDE AURAS             
CHEMIN     LASLOUSERES                
CHEMIN     LOULIS                     
PLACE      DE LA MAIRIE               
CHEMIN     PATIE                      
RUE        DU PONT DU VERT            
IMPASSE    POUMORS                    
RUE        DU SOLEIL                  
           commune :     ANDOINS                        departement : PYRENEES ATLANTIQUES          
LOT        BEAUX SITES                
LOT        CORISANDE D 'ANDOINS 1     
LOT        CORISANDE D'ANDOINS 2      
LOT        LA COSTE DE CAMY           
LIEU-DIT   AYGUELONGUE                
LIEU-DIT   BIARRE                     
LIEU-DIT   DU BIARRE                  
LIEU-DIT   BOIS COMMUN                
LIEU-DIT   BORDENAVE                  
LIEU-DIT   DOU BOSCQ                  
LIEU-DIT   DOU HOUNS DE LA COSTE      
LIEU-DIT   DOU HOUNS DOU BOSCQ        
LIEU-DIT   DOUS AUGAS                 
LIEU-DIT   DOUS BARRAILS              
LIEU-DIT   DOUS SITES                 
LIEU-DIT   DE FRANCE                  
LIEU-DIT   GABAIX                     
LIEU-DIT   HAUDEBAT                   
LIEU-DIT   HAUT                       
LIEU-DIT   HEUGA                      
LIEU-DIT   HIALE                      
LIEU-DIT   HOURCQ DE CAPBAT           
LIEU-DIT   JOUANDOU                   
LIEU-DIT   LANDE                      
LIEU-DIT   LAPOUTGE                   
LIEU-DIT   LARROUTURE                 
LIEU-DIT   DE LAS COSTES              
LIEU-DIT   DE LAS GRABES              
LIEU-DIT   LAYUS                      
LIEU-DIT   MARQUEDEBAT                
LIEU-DIT   PE DE COSTE                
LIEU-DIT   DES SITES                  
LIEU-DIT   TROUBET                    
LIEU-DIT   MARQUEDEBAT NORD           
LIEU-DIT   QUARTIER DE HAUT           
LIEU-DIT   AUGAS                      
LIEU-DIT   SITES                      
LIEU-DIT   L AYGUELONGUE              
LIEU-DIT   HOUNS DOU BOSCQ            
